Timestamp,CT_R (A),CT_Y (A),CT_B (A)
2025-06-27 02:31:14,0.65,0.15,0.06
2025-06-27 02:32:15,0.62,0.22,0.06
2025-06-27 02:33:15,0.66,0.15,0.06
2025-06-27 02:34:16,0.67,0.15,0.06
2025-06-27 02:35:16,0.65,0.12,0.06
2025-06-27 02:36:17,0.63,0.23,0.06
2025-06-27 02:37:17,0.63,0.23,0.06
2025-06-27 02:38:18,0.67,0.14,0.06
2025-06-27 02:39:18,0.63,0.22,0.06
2025-06-27 02:40:19,0.65,0.19,0.06
2025-06-27 02:41:19,0.61,0.22,0.06
2025-06-27 02:42:20,0.65,0.19,0.06
2025-06-27 02:43:20,0.63,0.22,0.06
2025-06-27 02:44:21,0.63,0.23,0.06
2025-06-27 02:45:21,0.65,0.19,0.06
2025-06-27 02:46:22,0.67,0.15,0.06
2025-06-27 02:47:14,0.65,0.11,0.06
2025-06-27 02:48:15,0.65,0.15,0.06
2025-06-27 02:49:15,0.66,0.12,0.06
2025-06-27 02:50:16,0.67,0.14,0.06
2025-06-27 02:51:16,0.67,0.15,0.06
2025-06-27 02:52:17,0.65,0.13,0.06
2025-06-27 02:53:17,0.65,0.22,0.06
2025-06-27 02:54:18,0.66,0.12,0.06
2025-06-27 02:55:18,0.66,0.15,0.06
2025-06-27 02:56:19,0.65,0.19,0.06
2025-06-27 02:57:19,0.65,0.18,0.06
2025-06-27 02:58:20,0.65,0.12,0.06
2025-06-27 02:59:20,0.65,0.13,0.06
2025-06-27 03:00:21,0.65,0.14,0.06
2025-06-27 03:01:21,0.65,0.19,0.06
2025-06-27 03:02:22,0.65,0.12,0.06
2025-06-27 03:03:22,0.65,0.21,0.06
2025-06-27 03:04:23,0.65,0.23,0.06
2025-06-27 03:05:23,0.65,0.12,0.06
2025-06-27 03:06:24,0.67,0.15,0.06
2025-06-27 03:07:24,0.66,0.12,0.06
2025-06-27 03:08:25,0.67,0.15,0.06
2025-06-27 03:09:26,0.66,0.12,0.06
2025-06-27 03:10:26,0.65,0.14,0.06
2025-06-27 03:11:27,0.66,0.11,0.06
2025-06-27 03:12:27,0.66,0.13,0.06
2025-06-27 03:13:28,0.62,0.2,0.06
2025-06-27 03:14:28,0.62,0.23,0.06
2025-06-27 03:15:29,0.67,0.15,0.06
2025-06-27 03:16:29,0.62,0.22,0.07
2025-06-27 03:17:30,0.65,0.16,0.06
2025-06-27 03:18:30,0.65,0.12,0.06
2025-06-27 03:19:31,0.63,0.23,0.07
2025-06-27 03:20:31,0.65,0.21,0.06
2025-06-27 03:21:32,0.63,0.25,0.07
2025-06-27 03:22:32,0.65,0.13,0.06
2025-06-27 03:23:33,0.62,0.2,0.06
2025-06-27 03:24:33,0.66,0.17,0.06
2025-06-27 03:25:34,0.65,0.13,0.06
2025-06-27 03:26:34,0.65,0.13,0.06
2025-06-27 03:27:35,0.65,0.12,0.06
2025-06-27 03:28:35,0.63,0.22,0.06
2025-06-27 03:29:36,0.62,0.19,0.06
2025-06-27 03:30:36,0.62,0.2,0.06
2025-06-27 03:31:37,0.65,0.13,0.06
2025-06-27 03:32:37,0.65,0.12,0.06
2025-06-27 03:33:38,0.65,0.18,0.06
2025-06-27 03:34:39,0.65,0.27,0.06
2025-06-27 03:35:39,0.66,0.12,0.06
2025-06-27 03:36:40,0.65,0.28,0.06
2025-06-27 03:37:40,0.65,0.12,0.06
2025-06-27 03:38:41,0.66,0.14,0.06
2025-06-27 03:39:41,0.66,0.16,0.06
2025-06-27 03:40:42,0.66,0.15,0.06
2025-06-27 03:41:42,0.63,0.23,0.06
2025-06-27 03:42:43,0.65,0.22,0.06
2025-06-27 03:43:43,0.64,0.29,0.06
2025-06-27 03:44:44,0.66,0.13,0.06
2025-06-27 03:45:44,0.62,0.21,0.06
2025-06-27 03:46:37,0.63,0.23,0.06
2025-06-27 03:47:37,0.65,0.12,0.06
2025-06-27 03:48:38,0.65,0.27,0.06
2025-06-27 03:49:38,0.67,0.15,0.06
2025-06-27 03:50:39,0.66,0.15,0.06
2025-06-27 03:51:39,0.62,0.22,0.06
2025-06-27 03:52:40,0.65,0.13,0.06
2025-06-27 03:53:40,0.62,0.22,0.06
2025-06-27 03:54:41,0.66,0.12,0.06
2025-06-27 03:55:41,0.65,0.12,0.06
2025-06-27 03:56:42,0.63,0.21,0.06
2025-06-27 03:57:43,0.65,0.27,0.06
2025-06-27 03:58:43,0.66,0.13,0.06
2025-06-27 03:59:44,0.65,0.12,0.06
2025-06-27 04:00:44,0.66,0.15,0.06
2025-06-27 04:01:45,0.67,0.16,0.06
2025-06-27 04:02:45,0.63,0.23,0.06
2025-06-27 04:03:46,0.65,0.12,0.06
2025-06-27 04:04:46,0.65,0.11,0.06
2025-06-27 04:05:47,0.65,0.27,0.06
2025-06-27 04:06:47,0.64,0.21,0.06
2025-06-27 04:07:48,0.65,0.15,0.06
2025-06-27 04:08:48,0.66,0.13,0.06
2025-06-27 04:09:49,0.65,0.28,0.06
2025-06-27 04:10:49,0.66,0.16,0.06
2025-06-27 04:11:50,0.62,0.2,0.06
2025-06-27 04:12:50,0.65,0.12,0.06
2025-06-27 04:13:51,0.65,0.15,0.06
2025-06-27 04:14:51,0.66,0.16,0.06
2025-06-27 04:15:52,0.66,0.14,0.06
2025-06-27 04:16:52,0.63,0.23,0.06
2025-06-27 04:17:53,0.66,0.16,0.06
2025-06-27 04:18:53,0.65,0.12,0.06
2025-06-27 04:19:54,0.65,0.13,0.06
2025-06-27 04:20:54,0.61,0.19,0.06
2025-06-27 04:21:55,0.65,0.14,0.06
2025-06-27 04:22:56,0.66,0.12,0.06
2025-06-27 04:23:56,0.66,0.16,0.06
2025-06-27 04:24:57,0.64,0.23,0.06
2025-06-27 04:25:57,0.66,0.16,0.06
2025-06-27 04:26:58,0.67,0.15,0.06
2025-06-27 04:27:58,0.67,0.16,0.06
2025-06-27 04:28:59,0.66,0.13,0.06
2025-06-27 04:29:59,0.65,0.28,0.06
2025-06-27 04:31:00,0.66,0.16,0.06
2025-06-27 04:32:00,0.66,0.16,0.06
2025-06-27 04:33:01,0.67,0.16,0.06
2025-06-27 04:34:01,0.65,0.12,0.06
2025-06-27 04:35:02,0.68,0.15,0.06
2025-06-27 04:36:02,0.67,0.16,0.06
2025-06-27 04:37:03,0.63,0.23,0.06
2025-06-27 04:38:03,0.67,0.15,0.06
2025-06-27 04:39:04,0.63,0.23,0.06
2025-06-27 04:40:04,0.66,0.15,0.06
2025-06-27 04:41:05,0.62,0.23,0.06
2025-06-27 04:42:05,0.65,0.11,0.06
2025-06-27 04:43:06,0.65,0.12,0.06
2025-06-27 04:44:06,0.65,0.14,0.06
2025-06-27 04:45:07,0.65,0.13,0.06
2025-06-27 04:46:08,0.66,0.15,0.06
2025-06-27 04:47:00,0.67,0.15,0.06
2025-06-27 04:48:00,0.67,0.15,0.06
2025-06-27 04:49:01,0.66,0.13,0.06
2025-06-27 04:50:01,0.65,0.13,0.06
2025-06-27 04:51:02,0.65,0.13,0.06
2025-06-27 04:52:02,0.65,0.16,0.06
2025-06-27 04:53:03,0.62,0.2,0.06
2025-06-27 04:54:03,0.62,0.24,0.06
2025-06-27 04:55:04,0.61,0.18,0.06
2025-06-27 04:56:04,0.65,0.13,0.06
2025-06-27 04:57:05,0.65,0.14,0.06
2025-06-27 04:58:05,0.66,0.15,0.06
2025-06-27 04:59:06,0.66,0.14,0.06
2025-06-27 05:00:06,0.66,0.15,0.06
2025-06-27 05:01:07,0.66,0.12,0.06
2025-06-27 05:02:07,0.65,0.13,0.06
2025-06-27 05:03:08,0.66,0.15,0.06
2025-06-27 05:04:08,0.66,0.12,0.06
2025-06-27 05:05:09,0.67,0.15,0.06
2025-06-27 05:06:09,0.66,0.15,0.06
2025-06-27 05:07:10,0.65,0.13,0.06
2025-06-27 05:08:10,0.65,0.14,0.06
2025-06-27 05:09:11,0.67,0.15,0.06
2025-06-27 05:10:11,0.66,0.16,0.06
2025-06-27 05:11:12,0.63,0.26,0.06
2025-06-27 05:12:13,0.66,0.15,0.06
2025-06-27 05:13:13,0.66,0.12,0.06
2025-06-27 05:14:14,0.65,0.13,0.06
2025-06-27 05:15:14,0.65,0.12,0.06
2025-06-27 05:16:15,0.65,0.13,0.06
2025-06-27 05:17:15,0.61,0.19,0.06
2025-06-27 05:18:16,0.67,0.15,0.06
2025-06-27 05:19:16,0.65,0.12,0.06
2025-06-27 05:20:17,0.65,0.12,0.06
2025-06-27 05:21:17,0.65,0.15,0.06
2025-06-27 05:22:18,0.64,0.12,0.06
2025-06-27 05:23:18,0.67,0.15,0.06
2025-06-27 05:24:19,0.66,0.15,0.06
2025-06-27 05:25:19,0.61,0.2,0.06
2025-06-27 05:26:20,0.65,0.11,0.06
2025-06-27 05:27:20,0.65,0.15,0.06
2025-06-27 05:28:21,0.65,0.11,0.06
2025-06-27 05:29:21,0.64,0.18,0.06
2025-06-27 05:30:22,0.65,0.13,0.06
2025-06-27 05:31:22,0.65,0.11,0.06
2025-06-27 05:32:23,0.64,0.28,0.06
2025-06-27 05:33:24,0.61,0.21,0.06
2025-06-27 05:34:24,0.64,0.12,0.06
2025-06-27 05:35:25,0.65,0.14,0.06
2025-06-27 05:36:25,0.66,0.15,0.06
2025-06-27 05:37:26,0.65,0.13,0.06
2025-06-27 05:38:26,0.64,0.12,0.06
2025-06-27 05:39:27,0.67,0.15,0.06
2025-06-27 05:40:27,0.61,0.2,0.06
2025-06-27 05:41:28,0.65,0.12,0.06
2025-06-27 05:42:28,0.65,0.12,0.06
2025-06-27 05:43:29,0.65,0.14,0.06
2025-06-27 05:44:29,0.65,0.15,0.06
2025-06-27 05:45:30,0.65,0.12,0.06
2025-06-27 05:46:22,0.65,0.14,0.06
2025-06-27 05:47:22,0.65,0.12,0.06
2025-06-27 05:48:23,0.6,0.2,0.06
2025-06-27 05:49:23,0.65,0.13,0.06
2025-06-27 05:50:24,0.65,0.12,0.06
2025-06-27 05:51:24,0.65,0.17,0.06
2025-06-27 05:52:25,0.64,0.12,0.06
2025-06-27 05:53:26,0.64,0.13,0.06
2025-06-27 05:54:26,0.61,0.19,0.06
2025-06-27 05:55:27,0.65,0.13,0.06
2025-06-27 05:56:27,0.64,0.21,0.06
2025-06-27 05:57:28,0.62,0.27,0.06
2025-06-27 05:58:28,0.65,0.12,0.06
2025-06-27 05:59:29,0.64,0.11,0.06
2025-06-27 06:00:29,0.65,0.12,0.06
2025-06-27 06:01:30,0.6,0.21,0.06
2025-06-27 06:02:30,0.64,0.11,0.06
2025-06-27 06:03:31,0.65,0.12,0.06
2025-06-27 06:04:31,0.65,0.14,0.06
2025-06-27 06:05:32,0.65,0.15,0.06
2025-06-27 06:06:32,0.63,0.27,0.06
2025-06-27 06:07:33,0.64,0.14,0.06
2025-06-27 06:08:33,0.66,0.14,0.06
2025-06-27 06:09:34,0.6,0.2,0.06
2025-06-27 06:10:34,0.63,0.27,0.06
2025-06-27 06:11:35,0.63,0.18,0.06
2025-06-27 06:12:35,0.61,0.24,0.06
2025-06-27 06:13:36,0.61,0.23,0.06
2025-06-27 06:14:36,0.65,0.14,0.06
2025-06-27 06:15:37,0.64,0.13,0.06
2025-06-27 06:16:38,0.6,0.23,0.06
2025-06-27 06:17:38,0.62,0.25,0.06
2025-06-27 06:18:39,0.64,0.14,0.06
2025-06-27 06:19:39,0.64,0.11,0.06
2025-06-27 06:20:40,0.64,0.14,0.06
2025-06-27 06:21:40,0.61,0.24,0.06
2025-06-27 06:22:41,0.64,0.14,0.06
2025-06-27 06:23:41,0.63,0.18,0.06
2025-06-27 06:24:42,0.6,0.22,0.06
2025-06-27 06:25:42,0.63,0.11,0.06
2025-06-27 06:26:43,0.64,0.12,0.06
2025-06-27 06:27:43,0.63,0.28,0.06
2025-06-27 06:28:44,0.6,0.23,0.06
2025-06-27 06:29:44,0.63,0.14,0.06
2025-06-27 06:30:45,0.62,0.11,0.06
2025-06-27 06:31:45,0.61,0.12,0.06
2025-06-27 06:32:46,0.62,0.11,0.06
2025-06-27 06:33:46,0.61,0.14,0.06
2025-06-27 06:34:47,0.63,0.15,0.06
2025-06-27 06:35:47,0.62,0.13,0.06
2025-06-27 06:36:48,0.61,0.12,0.06
2025-06-27 06:37:48,0.61,0.25,0.06
2025-06-27 06:38:49,0.62,0.11,0.06
2025-06-27 06:39:50,0.62,0.11,0.06
2025-06-27 06:40:50,0.62,0.11,0.06
2025-06-27 06:41:51,0.62,0.12,0.06
2025-06-27 06:42:51,0.61,0.11,0.06
2025-06-27 06:43:52,0.62,0.11,0.06
2025-06-27 06:44:52,0.61,0.26,0.06
2025-06-27 06:45:53,0.59,0.19,0.06
2025-06-27 06:46:45,0.62,0.11,0.06
2025-06-27 06:47:45,0.63,0.14,0.06
2025-06-27 06:48:46,0.63,0.12,0.06
2025-06-27 06:49:46,0.62,0.11,0.06
2025-06-27 06:50:47,0.61,0.11,0.06
2025-06-27 06:51:47,0.62,0.12,0.06
2025-06-27 06:52:48,0.62,0.22,0.06
2025-06-27 06:53:48,0.6,0.23,0.06
2025-06-27 06:54:49,0.62,0.25,0.06
2025-06-27 06:55:49,0.62,0.14,0.06
2025-06-27 06:56:50,0.62,0.11,0.06
2025-06-27 06:57:51,0.62,0.11,0.06
2025-06-27 06:58:51,0.6,0.22,0.06
2025-06-27 06:59:52,0.63,0.14,0.06
2025-06-27 07:00:52,0.58,0.19,0.06
2025-06-27 07:01:53,0.63,0.14,0.06
2025-06-27 07:02:53,0.62,0.14,0.06
2025-06-27 07:03:54,0.61,0.11,0.06
2025-06-27 07:04:54,0.58,0.2,0.06
2025-06-27 07:05:55,0.61,0.15,0.06
2025-06-27 07:06:55,0.62,0.11,0.06
2025-06-27 07:07:56,0.41,0.1,0.06
2025-06-27 07:08:56,0.41,0.09,0.06
2025-06-27 07:09:57,0.41,0.11,0.06
2025-06-27 07:10:57,0.4,0.09,0.06
2025-06-27 07:11:58,0.38,0.14,0.06
2025-06-27 07:12:58,0.41,0.19,0.06
2025-06-27 07:13:59,0.4,0.09,0.06
2025-06-27 07:14:59,0.41,0.12,0.06
2025-06-27 07:16:00,0.4,0.1,0.06
2025-06-27 07:17:00,0.37,0.11,0.06
2025-06-27 07:18:01,0.39,0.15,0.06
2025-06-27 07:19:01,0.42,0.1,0.06
2025-06-27 07:20:02,0.38,0.15,0.06
2025-06-27 07:21:03,0.42,0.09,0.06
2025-06-27 07:22:03,0.41,0.09,0.06
2025-06-27 07:23:04,0.41,0.09,0.06
2025-06-27 07:24:04,0.41,0.11,0.06
2025-06-27 07:25:05,0.41,0.08,0.06
2025-06-27 07:26:05,0.41,0.08,0.06
2025-06-27 07:27:06,0.4,0.08,0.06
2025-06-27 07:28:06,0.4,0.1,0.06
2025-06-27 07:29:07,0.42,0.08,0.06
2025-06-27 07:30:07,0.41,0.14,0.06
2025-06-27 07:31:08,0.42,0.11,0.06
2025-06-27 07:32:08,0.41,0.08,0.06
2025-06-27 07:33:09,0.41,0.08,0.06
2025-06-27 07:34:09,0.39,0.16,0.06
2025-06-27 07:35:10,0.4,0.09,0.06
2025-06-27 07:36:10,0.41,0.19,0.06
2025-06-27 07:37:11,0.41,0.11,0.06
2025-06-27 07:38:11,0.41,0.11,0.06
2025-06-27 07:39:12,0.4,0.19,0.06
2025-06-27 07:40:12,0.41,0.1,0.06
2025-06-27 07:41:13,0.38,0.12,0.06
2025-06-27 07:42:13,0.76,0.14,0.06
2025-06-27 07:43:14,0.61,0.21,0.06
2025-06-27 07:44:14,0.6,0.25,0.06
2025-06-27 07:45:15,0.62,0.15,0.06
2025-06-27 07:46:16,0.62,0.15,0.06
2025-06-27 07:47:08,0.61,0.2,0.06
2025-06-27 07:48:08,0.58,0.21,0.06
2025-06-27 07:49:09,0.63,0.14,0.06
2025-06-27 07:50:09,0.61,0.12,0.06
2025-06-27 07:51:10,0.61,0.17,0.06
2025-06-27 07:52:10,0.61,0.14,0.06
2025-06-27 07:53:11,0.58,0.18,0.06
2025-06-27 07:54:11,0.59,0.22,0.06
2025-06-27 07:55:12,0.61,0.13,0.06
2025-06-27 07:56:12,0.62,0.18,0.06
2025-06-27 07:57:13,0.62,0.12,0.06
2025-06-27 07:58:14,0.61,0.12,0.06
2025-06-27 07:59:14,0.61,0.1,0.06
2025-06-27 08:00:15,0.59,0.22,0.06
2025-06-27 08:01:15,0.62,0.25,0.06
2025-06-27 08:02:16,0.57,0.18,0.06
2025-06-27 08:03:16,0.42,0.11,0.06
2025-06-27 08:04:17,0.41,0.12,0.06
2025-06-27 08:05:17,0.41,0.11,0.06
2025-06-27 08:06:18,0.4,0.1,0.06
2025-06-27 08:07:18,0.41,0.2,0.06
2025-06-27 08:08:19,0.41,0.12,0.06
2025-06-27 08:09:19,0.41,0.08,0.06
2025-06-27 08:10:20,0.42,0.11,0.06
2025-06-27 08:11:20,0.4,0.09,0.06
2025-06-27 08:12:21,0.41,0.19,0.06
2025-06-27 08:13:21,0.42,0.11,0.06
2025-06-27 08:14:22,0.4,0.09,0.06
2025-06-27 08:15:22,0.42,0.09,0.06
2025-06-27 08:16:23,0.37,0.13,0.06
2025-06-27 08:17:23,0.4,0.13,0.06
2025-06-27 08:18:24,0.4,0.13,0.06
2025-06-27 08:19:24,0.42,0.09,0.06
2025-06-27 08:20:25,0.39,0.18,0.06
2025-06-27 08:21:25,0.41,0.09,0.06
2025-06-27 08:22:26,0.4,0.08,0.06
2025-06-27 08:23:27,0.41,0.1,0.06
2025-06-27 08:24:27,0.4,0.09,0.06
2025-06-27 08:25:28,0.38,0.14,0.06
2025-06-27 08:26:28,0.4,0.09,0.06
2025-06-27 08:27:29,0.39,0.15,0.06
2025-06-27 08:28:29,0.4,0.18,0.06
2025-06-27 08:29:30,0.42,0.09,0.06
2025-06-27 08:30:30,0.41,0.08,0.06
2025-06-27 08:31:31,0.4,0.09,0.06
2025-06-27 08:32:31,0.4,0.08,0.06
2025-06-27 08:33:32,0.39,0.15,0.06
2025-06-27 08:34:32,0.37,0.14,0.06
2025-06-27 08:35:33,0.4,0.12,0.06
2025-06-27 08:36:33,0.41,0.1,0.06
2025-06-27 08:37:34,0.36,0.11,0.06
2025-06-27 08:38:34,0.38,0.14,0.06
2025-06-27 08:39:35,0.4,0.11,0.06
2025-06-27 08:40:35,0.38,0.16,0.06
2025-06-27 08:41:36,0.4,0.09,0.06
2025-06-27 08:42:36,0.37,0.15,0.06
2025-06-27 08:43:37,0.38,0.13,0.06
2025-06-27 08:44:38,0.41,0.12,0.06
2025-06-27 08:45:38,0.41,0.09,0.06
2025-06-27 08:46:30,0.4,0.1,0.06
2025-06-27 08:47:31,0.4,0.11,0.06
2025-06-27 08:48:31,0.41,0.09,0.06
2025-06-27 08:49:32,0.4,0.12,0.06
2025-06-27 08:50:33,0.42,0.1,0.06
2025-06-27 08:51:33,0.38,0.16,0.06
2025-06-27 08:52:34,0.42,0.1,0.06
2025-06-27 08:53:34,0.4,0.09,0.06
2025-06-27 08:54:35,0.4,0.12,0.06
2025-06-27 08:55:35,0.41,0.09,0.06
2025-06-27 08:56:36,0.41,0.1,0.06
2025-06-27 08:57:36,0.4,0.09,0.06
2025-06-27 08:58:37,0.38,0.16,0.06
2025-06-27 08:59:37,0.41,0.1,0.06
2025-06-27 09:00:38,0.4,0.1,0.06
2025-06-27 09:01:38,0.4,0.1,0.06
2025-06-27 09:02:39,0.41,0.09,0.06
2025-06-27 09:03:39,0.41,0.11,0.06
2025-06-27 09:04:40,0.37,0.15,0.06
2025-06-27 09:05:40,0.37,0.15,0.06
2025-06-27 09:06:41,0.41,0.09,0.06
2025-06-27 09:07:41,0.38,0.14,0.06
2025-06-27 09:08:42,0.36,0.13,0.06
2025-06-27 09:09:42,0.39,0.09,0.06
2025-06-27 09:10:43,0.36,0.13,0.06
2025-06-27 09:11:43,0.4,0.1,0.06
2025-06-27 09:12:44,0.39,0.08,0.06
2025-06-27 09:13:44,0.4,0.08,0.06
2025-06-27 09:14:45,0.4,0.08,0.06
2025-06-27 09:15:46,0.36,0.11,0.06
2025-06-27 09:16:46,0.4,0.08,0.06
2025-06-27 09:17:47,0.39,0.08,0.06
2025-06-27 09:18:47,0.4,0.08,0.06
2025-06-27 09:19:48,0.38,0.08,0.06
